Benicia,0.0028241948905109483
Benicia,0.001
SturgeonHole,0.000964869708737864
SturgeonHole,0.00027824001355013553
CoyotePoint,0.008675156493506496
CoyotePoint,0.0009300340949185042
CandleStick,0.008937438693115519
CandleStick,0.0004106936571428571
WarmCove,0.010792092086280052
WarmCove,0.02229438316649104
PointPinole,0.0009301498490566038
PointPinole,0.0002483941437296417
SanFran,0.012619925314465406
SanFran,0.001
Pacifica,0.001
Pacifica,0.001
Valejo,0.0016864050691244236
Valejo,0.01699134407582939
CoyoteCreek,0.005180903896103896
CoyoteCreek,0.0016095109375000004
Berkley,0.004707570321665087
Berkley,0.005448279677700349
Oakland,0.012839732018408942
Oakland,0.02501099423800566
